   cycle        dt        T[K]         rho          v_r        e_int       delta_u       rt_src        rt_de        rt_Fb        rt_Ft        rt_Em  rt_clip     T[i-4]     T[i-2]     T[i+2]     T[i+4]
  139649    0.6868  2.5245e+04  2.2825e-09   4.9744e+06   4.0287e+04  -7.26701e+01  -6.1859e+03  -5.5847e+01   1.4718e+12   1.9256e+12   1.1164e+06    0.000  2.441e+04  2.484e+04  2.567e+04  2.611e+04
  139654    0.6927  2.4020e+04  2.2993e-09   4.9432e+06   4.0014e+04  -7.60245e+01  -5.6177e+03  -6.1972e+01   3.3715e+12   3.7836e+12   9.0750e+05    0.000  2.343e+04  2.373e+04  2.433e+04  2.467e+04
  139659    0.7008  2.2793e+04  2.3169e-09   4.9122e+06   3.9738e+04  -7.06420e+01  -4.5736e+03  -6.2331e+01   4.2149e+12   4.5504e+12   7.2950e+05    0.000  2.243e+04  2.261e+04    2.3e+04  2.325e+04
  139664    0.7107  2.4042e+04  2.3360e-09   4.8809e+06   4.0793e+04   7.31232e+02   3.7116e+04   4.0307e+02  -3.9223e+13  -4.1945e+13   9.3687e+05    0.000  2.305e+04  2.355e+04  2.453e+04  2.501e+04
  139669    0.7224  2.9099e+04  2.3514e-09   4.8508e+06   4.3425e+04   2.21429e+02   2.8582e+04   1.4366e+02  -4.4893e+13  -4.6989e+13   2.1572e+06    0.000  2.715e+04  2.815e+04  2.996e+04  3.071e+04
  139674    0.7253  2.9751e+04  2.3659e-09   4.8224e+06   4.3969e+04   2.77802e+01   3.8622e+03   1.7801e+01  -2.3677e+13  -2.3960e+13   2.3847e+06    0.000  2.789e+04  2.885e+04  3.058e+04  3.131e+04
  139679    0.7303  2.9273e+04  2.3812e-09   4.7951e+06   4.3989e+04  -3.73076e+01  -5.7427e+03  -2.8232e+01  -1.1826e+13  -1.1405e+13   2.2378e+06    0.000  2.764e+04  2.848e+04  3.002e+04  3.074e+04
  139684    0.7375  2.8313e+04  2.3970e-09   4.7685e+06   4.3793e+04  -6.54368e+01  -8.9867e+03  -5.0472e+01  -4.5323e+12  -3.8731e+12   1.9505e+06    0.000  2.695e+04  2.765e+04  2.895e+04  2.961e+04
  139689    0.7456  2.7110e+04  2.4135e-09   4.7424e+06   4.3502e+04  -7.58280e+01  -9.3045e+03  -6.2206e+01  -2.2230e+10   6.6030e+11   1.6279e+06    0.000  2.603e+04  2.658e+04  2.761e+04  2.815e+04
  139694    0.7550  2.5800e+04  2.4309e-09   4.7164e+06   4.3174e+04  -7.77115e+01  -8.3354e+03  -6.8010e+01   2.6176e+12   3.2290e+12   1.3239e+06    0.000  2.499e+04  2.541e+04  2.617e+04  2.657e+04
  139699    0.7676  2.4478e+04  2.4504e-09   4.6906e+06   4.2867e+04  -6.12930e+01  -6.9036e+03  -6.9587e+01   3.9643e+12   4.4707e+12   1.0640e+06    0.000  2.391e+04   2.42e+04  2.473e+04  2.501e+04
  139704    0.7803  2.3223e+04  2.4721e-09   4.6645e+06   4.2622e+04  -4.06727e+01  -5.0393e+03  -6.2745e+01   4.1054e+12   4.4751e+12   8.5636e+05    0.000  2.286e+04  2.305e+04  2.338e+04  2.357e+04
  139709    0.7855  2.4868e+04  2.4940e-09   4.6384e+06   4.3946e+04   3.25011e+02   1.9805e+04   1.8454e+02  -2.3232e+13  -2.4684e+13   1.1768e+06    0.000  2.379e+04  2.432e+04  2.538e+04  2.587e+04
  139714    0.7951  2.5904e+04  2.5154e-09   4.6130e+06   4.4768e+04   8.98517e+01   3.2918e+03   2.5922e+01  -1.1550e+13  -1.1791e+13   1.4210e+06    0.000  2.459e+04  2.524e+04  2.652e+04   2.71e+04
  139719    0.8061  2.5547e+04  2.5373e-09   4.5880e+06   4.4954e+04   9.25852e+00  -3.0159e+03  -2.5095e+01  -4.7940e+12  -4.5728e+12   1.3511e+06    0.000  2.438e+04  2.496e+04   2.61e+04  2.663e+04
  139724    0.8191  2.4695e+04  2.5592e-09   4.5632e+06   4.4893e+04  -2.24969e+01  -5.0483e+03  -4.8156e+01  -7.4690e+11  -3.7658e+11   1.1772e+06    0.000  2.376e+04  2.422e+04  2.515e+04  2.558e+04
  139729    0.8301  2.3642e+04  2.5829e-09   4.5382e+06   4.4753e+04  -2.60383e+01  -5.2601e+03  -5.9799e+01   1.6503e+12   2.0362e+12   9.8481e+05    0.000  2.295e+04  2.329e+04  2.398e+04  2.431e+04
  139734    0.8386  2.2542e+04  2.6082e-09   4.5129e+06   4.4593e+04  -2.71531e+01  -4.6905e+03  -6.4595e+01   2.9560e+12   3.3000e+12   8.1010e+05    0.000  2.209e+04  2.232e+04  2.277e+04    2.3e+04
  139739    0.8498  2.1491e+04  2.6343e-09   4.4874e+06   4.4439e+04  -2.24940e+01  -3.8855e+03  -6.4833e+01   3.5769e+12   3.8619e+12   6.6630e+05    0.000  2.125e+04  2.138e+04  2.163e+04  2.177e+04
  139744    0.8645  2.0565e+04  2.6615e-09   4.4615e+06   4.4314e+04  -1.50340e+01  -3.1932e+03  -6.3570e+01   3.8396e+12   4.0739e+12   5.5688e+05    0.000  2.049e+04  2.054e+04  2.062e+04  2.068e+04
  139749    0.8813  1.9786e+04  2.6898e-09   4.4354e+06   4.4212e+04  -1.11507e+01  -2.7396e+03  -6.3805e+01   3.9544e+12   4.1554e+12   4.7492e+05    0.000  1.984e+04  1.982e+04  1.977e+04  1.977e+04
  139754    0.8996  1.9136e+04  2.7191e-09   4.4088e+06   4.4111e+04  -1.34278e+01  -2.4741e+03  -6.6399e+01   3.9952e+12   4.1767e+12   4.1122e+05    0.000  1.928e+04  1.921e+04  1.907e+04  1.902e+04
  139759    0.9185  1.8589e+04  2.7493e-09   4.3815e+06   4.4004e+04  -1.29583e+01  -2.3103e+03  -6.9962e+01   3.9819e+12   4.1514e+12   3.6356e+05    0.000   1.88e+04   1.87e+04  1.848e+04  1.841e+04
  139764    0.9346  1.8125e+04  2.7808e-09   4.3535e+06   4.3893e+04  -1.40865e+01  -2.1718e+03  -7.2935e+01   3.9022e+12   4.0615e+12   3.2703e+05    0.000  1.839e+04  1.826e+04  1.799e+04  1.789e+04
  139769    0.9545  1.7719e+04  2.8132e-09   4.3250e+06   4.3780e+04  -1.47345e+01  -2.0234e+03  -7.4402e+01   3.7620e+12   3.9104e+12   2.9791e+05    0.000  1.802e+04  1.787e+04  1.757e+04  1.745e+04
  139774    0.9734  1.7366e+04  2.8460e-09   4.2958e+06   4.3685e+04  -1.21960e+01  -1.7877e+03  -7.1184e+01   3.5019e+12   3.6330e+12   2.7450e+05    0.000  1.769e+04  1.753e+04  1.721e+04  1.708e+04
  139779    0.9888  1.7042e+04  2.8788e-09   4.2661e+06   4.3596e+04  -1.48496e+01  -1.6685e+03  -7.1535e+01   3.3307e+12   3.4531e+12   2.5441e+05    0.000  1.738e+04  1.721e+04  1.688e+04  1.674e+04
  139784    0.9993  1.6726e+04  2.9118e-09   4.2360e+06   4.3506e+04  -1.10303e+01  -1.4833e+03  -6.8467e+01   3.0981e+12   3.2069e+12   2.3581e+05    0.000  1.708e+04  1.691e+04  1.656e+04  1.641e+04
  139789    1.0121  1.6431e+04  2.9455e-09   4.2055e+06   4.3460e+04  -8.19987e+00  -1.3591e+03  -6.7320e+01   2.9074e+12   3.0071e+12   2.1952e+05    0.000   1.68e+04  1.662e+04  1.626e+04  1.611e+04
  139794    1.0238  1.6125e+04  2.9787e-09   4.1746e+06   4.3405e+04  -1.53126e+01  -1.2808e+03  -6.8460e+01   2.7685e+12   2.8624e+12   2.0316e+05    0.000   1.65e+04  1.632e+04  1.594e+04  1.579e+04
  139799    1.0277  1.5794e+04  3.0110e-09   4.1434e+06   4.3333e+04  -1.90190e+01  -1.1042e+03  -6.4325e+01   2.5547e+12   2.6357e+12   1.8607e+05    0.000  1.619e+04    1.6e+04   1.56e+04  1.544e+04
  139804    1.0344  1.5459e+04  3.0418e-09   4.1120e+06   4.3272e+04  -2.45707e+01  -9.7949e+02  -6.2465e+01   2.3820e+12   2.4539e+12   1.6970e+05    0.000  1.587e+04  1.567e+04  1.526e+04  1.509e+04
  139809    1.0435  1.5095e+04  3.0713e-09   4.0805e+06   4.3189e+04  -3.33669e+01  -8.9646e+02  -6.3376e+01   2.2582e+12   2.3239e+12   1.5275e+05    0.000  1.553e+04  1.532e+04  1.489e+04  1.471e+04
  139814    1.0540  1.4725e+04  3.1004e-09   4.0487e+06   4.3117e+04  -2.62399e+01  -7.3456e+02  -5.7881e+01   2.0541e+12   2.1079e+12   1.3671e+05    0.000  1.517e+04  1.495e+04  1.451e+04  1.433e+04
  139819    1.0658  1.4375e+04  3.1293e-09   4.0167e+06   4.3057e+04  -3.31170e+01  -6.7596e+02  -5.9168e+01   1.9301e+12   1.9797e+12   1.2277e+05    0.000  1.481e+04   1.46e+04  1.417e+04  1.398e+04
  139824    1.0797  1.4051e+04  3.1577e-09   3.9844e+06   4.2994e+04  -2.88466e+01  -5.4689e+02  -5.2846e+01   1.7371e+12   1.7772e+12   1.1087e+05    0.000  1.448e+04  1.427e+04  1.385e+04  1.366e+04
  139829    1.0918  1.3790e+04  3.1857e-09   3.9518e+06   4.2958e+04  -3.19698e+01  -5.1010e+02  -5.3405e+01   1.6210e+12   1.6584e+12   1.0207e+05    0.000  1.419e+04  1.399e+04   1.36e+04  1.342e+04
  139834    1.0957  1.3548e+04  3.2133e-09   3.9192e+06   4.2890e+04  -4.08865e+01  -5.0959e+02  -5.7470e+01   1.5565e+12   1.5939e+12   9.4369e+04    0.000  1.394e+04  1.374e+04  1.336e+04  1.319e+04
  139839    1.1035  1.3364e+04  3.2406e-09   3.8867e+06   4.2879e+04  -1.46126e+01  -3.3409e+02  -3.9824e+01   1.3235e+12   1.3480e+12   8.9045e+04    0.000  1.373e+04  1.355e+04  1.319e+04  1.303e+04
  139844    1.1142  1.3222e+04  3.2677e-09   3.8541e+06   4.2901e+04  -2.58280e+01  -3.5545e+02  -4.4196e+01   1.2793e+12   1.3054e+12   8.5262e+04    0.000  1.357e+04  1.339e+04  1.306e+04  1.291e+04
  139849    1.1287  1.3079e+04  3.2940e-09   3.8216e+06   4.2869e+04  -4.07080e+01  -3.9193e+02  -5.0861e+01   1.2661e+12   1.2948e+12   8.1487e+04    0.000  1.341e+04  1.324e+04  1.292e+04  1.278e+04
  139854    1.1471  1.2934e+04  3.3202e-09   3.7890e+06   4.2783e+04  -4.80162e+01  -4.0999e+02  -5.5599e+01   1.2498e+12   1.2799e+12   7.7677e+04    0.000  1.326e+04   1.31e+04  1.278e+04  1.263e+04
  139859    1.1649  1.2822e+04  3.3476e-09   3.7561e+06   4.2773e+04  -1.72295e+01  -3.2976e+02  -4.6229e+01   1.1355e+12   1.1597e+12   7.5021e+04    0.000  1.314e+04  1.298e+04  1.267e+04  1.253e+04
  139864    1.1775  1.2734e+04  3.3801e-09   3.7229e+06   4.2861e+04   5.86960e+00  -3.7535e+02  -5.3934e+01   1.1413e+12   1.1688e+12   7.3271e+04    0.000  1.305e+04  1.289e+04  1.259e+04  1.244e+04
  139869    1.1933  1.2651e+04  3.4153e-09   3.6895e+06   4.2978e+04   1.76363e+01  -3.3099e+02  -4.8695e+01   1.0691e+12   1.0934e+12   7.1684e+04    0.000  1.296e+04  1.281e+04   1.25e+04  1.236e+04
  139874    1.2124  1.2593e+04  3.4508e-09   3.6560e+06   4.3162e+04   2.01243e+01  -3.1802e+02  -4.7521e+01   1.0237e+12   1.0470e+12   7.0884e+04    0.000   1.29e+04  1.275e+04  1.245e+04   1.23e+04
  139879    1.2255  1.2529e+04  3.4856e-09   3.6224e+06   4.3297e+04   4.14946e+00  -3.6368e+02  -5.5283e+01   1.0415e+12   1.0682e+12   6.9874e+04    0.000  1.283e+04  1.268e+04  1.238e+04  1.224e+04
  139884    1.2400  1.2468e+04  3.5196e-09   3.5889e+06   4.3422e+04   1.27357e+01  -2.9368e+02  -4.5373e+01   9.5160e+11   9.7315e+11   6.8908e+04    0.000  1.277e+04  1.262e+04  1.232e+04  1.218e+04
  139889    1.2590  1.2419e+04  3.5526e-09   3.5552e+06   4.3565e+04   2.64954e-01  -3.2392e+02  -5.0679e+01   9.5566e+11   9.7942e+11   6.8289e+04    0.000  1.271e+04  1.257e+04  1.227e+04  1.213e+04
  139894    1.2803  1.2362e+04  3.5850e-09   3.5215e+06   4.3644e+04  -1.32875e+01  -3.5631e+02  -5.6618e+01   9.6858e+11   9.9471e+11   6.7368e+04    0.000  1.265e+04  1.251e+04  1.222e+04  1.207e+04
  139899    1.3039  1.2307e+04  3.6168e-09   3.4876e+06   4.3738e+04   2.48366e+01  -1.5366e+02  -2.4776e+01   7.5616e+11   7.6743e+11   6.6520e+04    0.000   1.26e+04  1.246e+04  1.216e+04  1.202e+04
  139904    1.3278  1.2282e+04  3.6472e-09   3.4534e+06   4.3923e+04  -3.19165e+00  -2.4147e+02  -3.9148e+01   8.1430e+11   8.3201e+11   6.6528e+04    0.000  1.256e+04  1.243e+04  1.214e+04  1.201e+04
  139909    1.3491  1.2243e+04  3.6762e-09   3.4192e+06   4.4015e+04  -2.38439e+01  -3.0501e+02  -4.9948e+01   8.5626e+11   8.7864e+11   6.6050e+04    0.000  1.252e+04  1.238e+04  1.211e+04  1.197e+04
  139914    1.3607  1.2193e+04  3.7047e-09   3.3849e+06   4.4033e+04  -3.55318e+01  -3.3605e+02  -5.5725e+01   8.7257e+11   8.9722e+11   6.5239e+04    0.000  1.247e+04  1.233e+04  1.206e+04  1.192e+04
  139919    1.3707  1.2142e+04  3.7327e-09   3.3508e+06   4.4020e+04  -4.00140e+01  -3.4352e+02  -5.7702e+01   8.6830e+11   8.9350e+11   6.4358e+04    0.000  1.242e+04  1.228e+04    1.2e+04  1.187e+04
  139924    1.3799  1.2092e+04  3.7604e-09   3.3170e+06   4.3995e+04  -4.19254e+01  -3.4481e+02  -5.8641e+01   8.5896e+11   8.8425e+11   6.3501e+04    0.000  1.237e+04  1.223e+04  1.195e+04  1.181e+04
  139929    1.3895  1.2043e+04  3.7881e-09   3.2836e+06   4.3963e+04  -4.22532e+01  -3.4393e+02  -5.9184e+01   8.4811e+11   8.7334e+11   6.2686e+04    0.000  1.233e+04  1.218e+04   1.19e+04  1.176e+04
  139934    1.4003  1.1997e+04  3.8158e-09   3.2505e+06   4.3929e+04  -4.14672e+01  -3.4171e+02  -5.9461e+01   8.3639e+11   8.6145e+11   6.1925e+04    0.000  1.228e+04  1.214e+04  1.186e+04  1.171e+04
  139939    1.4105  1.1953e+04  3.8436e-09   3.2180e+06   4.3895e+04  -3.98173e+01  -3.3831e+02  -5.9486e+01   8.2371e+11   8.4852e+11   6.1220e+04    0.000  1.224e+04   1.21e+04  1.181e+04  1.167e+04
  139944    1.4214  1.1911e+04  3.8718e-09   3.1859e+06   4.3867e+04  -3.70502e+01  -3.3444e+02  -5.9383e+01   8.1059e+11   8.3512e+11   6.0578e+04    0.000   1.22e+04  1.206e+04  1.177e+04  1.162e+04
  139949    1.4287  1.1870e+04  3.9005e-09   3.1546e+06   4.3845e+04  -3.35987e+01  -3.3067e+02  -5.9231e+01   7.9752e+11   8.2177e+11   5.9997e+04    0.000  1.217e+04  1.202e+04  1.173e+04  1.158e+04
  139954    1.4396  1.1832e+04  3.9297e-09   3.1239e+06   4.3831e+04  -2.98259e+01  -3.2724e+02  -5.9106e+01   7.8460e+11   8.0861e+11   5.9475e+04    0.000  1.213e+04  1.198e+04  1.169e+04  1.154e+04
  139959    1.4537  1.1796e+04  3.9596e-09   3.0940e+06   4.3822e+04  -2.68961e+01  -3.2431e+02  -5.9041e+01   7.7179e+11   7.9558e+11   5.9004e+04    0.000   1.21e+04  1.195e+04  1.165e+04  1.151e+04
  139964    1.4706  1.1760e+04  3.9906e-09   3.0646e+06   4.3824e+04  -2.11074e+01  -3.2198e+02  -5.9053e+01   7.5893e+11   7.8255e+11   5.8587e+04    0.000  1.207e+04  1.191e+04  1.161e+04  1.147e+04
  139969    1.4900  1.1726e+04  4.0237e-09   3.0359e+06   4.3844e+04  -1.23105e+01  -3.2009e+02  -5.9111e+01   7.4616e+11   7.6964e+11   5.8244e+04    0.000  1.203e+04  1.188e+04  1.158e+04  1.144e+04
  139974    1.4965  1.1694e+04  4.0587e-09   3.0078e+06   4.3887e+04  -4.72842e+00  -3.1874e+02  -5.9195e+01   7.3359e+11   7.5697e+11   5.7975e+04    0.000    1.2e+04  1.185e+04  1.155e+04   1.14e+04
  139979    1.5045  1.1664e+04  4.0953e-09   2.9805e+06   4.3949e+04   3.06065e+00  -3.1789e+02  -5.9331e+01   7.2126e+11   7.4458e+11   5.7771e+04    0.000  1.197e+04  1.182e+04  1.152e+04  1.137e+04
  139984    1.5151  1.1635e+04  4.1335e-09   2.9539e+06   4.4031e+04   9.90348e+00  -3.1759e+02  -5.9540e+01   7.0913e+11   7.3243e+11   5.7631e+04    0.000  1.194e+04  1.179e+04  1.149e+04  1.134e+04
  139989    1.5246  1.1608e+04  4.1732e-09   2.9281e+06   4.4128e+04   1.56240e+01  -3.1770e+02  -5.9795e+01   6.9714e+11   7.2045e+11   5.7544e+04    0.000  1.191e+04  1.176e+04  1.146e+04  1.132e+04
  139994    1.5363  1.1582e+04  4.2141e-09   2.9028e+06   4.4238e+04   2.04565e+01  -3.1817e+02  -6.0093e+01   6.8525e+11   7.0859e+11   5.7504e+04    0.000  1.188e+04  1.173e+04  1.143e+04  1.129e+04
  139999    1.5505  1.1557e+04  4.2561e-09   2.8780e+06   4.4358e+04   2.45296e+01  -3.1891e+02  -6.0424e+01   6.7341e+11   6.9681e+11   5.7507e+04    0.000  1.186e+04  1.171e+04  1.141e+04  1.126e+04
  140004    1.5678  1.1533e+04  4.2995e-09   2.8536e+06   4.4492e+04   3.02937e+01  -3.1994e+02  -6.0790e+01   6.6164e+11   6.8511e+11   5.7553e+04    0.000  1.183e+04  1.168e+04  1.138e+04  1.124e+04
  140009    1.5877  1.1510e+04  4.3448e-09   2.8296e+06   4.4643e+04   3.65737e+01  -3.2133e+02  -6.1206e+01   6.4993e+11   6.7350e+11   5.7649e+04    0.000   1.18e+04  1.166e+04  1.136e+04  1.122e+04
  140014    1.6099  1.1488e+04  4.3921e-09   2.8059e+06   4.4814e+04   4.31245e+01  -3.2313e+02  -6.1673e+01   6.3823e+11   6.6193e+11   5.7801e+04    0.000  1.178e+04  1.164e+04  1.134e+04  1.119e+04
  140019    1.6341  1.1467e+04  4.4411e-09   2.7824e+06   4.4999e+04   4.66626e+01  -3.2519e+02  -6.2170e+01   6.2653e+11   6.5038e+11   5.7998e+04    0.000  1.176e+04  1.161e+04  1.132e+04  1.117e+04
  140024    1.6606  1.1446e+04  4.4911e-09   2.7590e+06   4.5189e+04   4.75090e+01  -3.2724e+02  -6.2650e+01   6.1483e+11   6.3884e+11   5.8218e+04    0.000  1.173e+04  1.159e+04   1.13e+04  1.115e+04
  140029    1.6863  1.1426e+04  4.5418e-09   2.7358e+06   4.5380e+04   4.76781e+01  -3.2914e+02  -6.3088e+01   6.0313e+11   6.2728e+11   5.8448e+04    0.000  1.171e+04  1.157e+04  1.128e+04  1.113e+04
  140034    1.7042  1.1405e+04  4.5924e-09   2.7130e+06   4.5563e+04   4.37698e+01  -3.3074e+02  -6.3348e+01   5.9152e+11   6.1578e+11   5.8670e+04    0.000  1.169e+04  1.155e+04  1.126e+04  1.111e+04
  140039    1.7189  1.1386e+04  4.6440e-09   2.6904e+06   4.5749e+04   4.72999e+01  -3.3227e+02  -6.3764e+01   5.7989e+11   6.0426e+11   5.8907e+04    0.000  1.166e+04  1.153e+04  1.124e+04   1.11e+04
  140044    1.7444  1.1366e+04  4.6963e-09   2.6682e+06   4.5937e+04   4.92925e+01  -3.3374e+02  -6.4100e+01   5.6831e+11   5.9279e+11   5.9154e+04    0.000  1.164e+04  1.151e+04  1.122e+04  1.108e+04
  140049    1.7795  1.1347e+04  4.7499e-09   2.6462e+06   4.6132e+04   5.30047e+01  -3.3527e+02  -6.4449e+01   5.5672e+11   5.8131e+11   5.9421e+04    0.000  1.162e+04  1.149e+04  1.121e+04  1.106e+04
  140054    1.7441  1.1328e+04  4.8042e-09   2.6247e+06   4.6326e+04   5.22784e+01  -3.3677e+02  -6.4685e+01   5.4521e+11   5.6991e+11   5.9694e+04    0.000   1.16e+04  1.147e+04  1.119e+04  1.105e+04
  140059    1.7353  1.1309e+04  4.8579e-09   2.6044e+06   4.6503e+04   5.09107e+01  -3.3807e+02  -6.4854e+01   5.3393e+11   5.5873e+11   5.9939e+04    0.000  1.157e+04  1.145e+04  1.117e+04  1.103e+04
  140064    1.7396  1.1290e+04  4.9129e-09   2.5845e+06   4.6686e+04   5.43645e+01  -3.3947e+02  -6.5132e+01   5.2271e+11   5.4761e+11   6.0202e+04    0.000  1.155e+04  1.143e+04  1.115e+04  1.101e+04
  140069    1.7308  1.1271e+04  4.9689e-09   2.5652e+06   4.6870e+04   5.50457e+01  -3.4093e+02  -6.5352e+01   5.1156e+11   5.3657e+11   6.0475e+04    0.000  1.153e+04  1.141e+04  1.113e+04    1.1e+04
  140074    1.7052  1.1252e+04  5.0249e-09   2.5468e+06   4.7043e+04   5.38277e+01  -3.4231e+02  -6.5524e+01   5.0063e+11   5.2574e+11   6.0733e+04    0.000  1.151e+04  1.138e+04  1.112e+04  1.098e+04
  140079    1.6811  1.1233e+04  5.0810e-09   2.5291e+06   4.7207e+04   5.31148e+01  -3.4367e+02  -6.5707e+01   4.8986e+11   5.1507e+11   6.0981e+04    0.000  1.148e+04  1.136e+04   1.11e+04  1.096e+04
  140084    1.6523  1.1214e+04  5.1366e-09   2.5122e+06   4.7358e+04   5.09804e+01  -3.4495e+02  -6.5859e+01   4.7932e+11   5.0462e+11   6.1209e+04    0.000  1.146e+04  1.134e+04  1.108e+04  1.095e+04
  140089    1.6259  1.1194e+04  5.1919e-09   2.4960e+06   4.7496e+04   4.77491e+01  -3.4610e+02  -6.5977e+01   4.6900e+11   4.9439e+11   6.1415e+04    0.000  1.143e+04  1.132e+04  1.106e+04  1.093e+04
  140094    1.6316  1.1175e+04  5.2468e-09   2.4803e+06   4.7622e+04   4.63885e+01  -3.4714e+02  -6.6139e+01   4.5886e+11   4.8433e+11   6.1607e+04    0.000  1.141e+04   1.13e+04  1.104e+04  1.091e+04
  140099    1.6759  1.1155e+04  5.3027e-09   2.4648e+06   4.7750e+04   4.76668e+01  -3.4823e+02  -6.6403e+01   4.4876e+11   4.7430e+11   6.1808e+04    0.000  1.139e+04  1.128e+04  1.103e+04   1.09e+04
  140104    1.6753  1.1136e+04  5.3595e-09   2.4492e+06   4.7879e+04   4.53682e+01  -3.4932e+02  -6.6582e+01   4.3864e+11   4.6427e+11   6.2021e+04    0.000  1.136e+04  1.126e+04  1.101e+04  1.088e+04
  140109    1.6943  1.1117e+04  5.4157e-09   2.4340e+06   4.7994e+04   4.17466e+01  -3.5017e+02  -6.6734e+01   4.2868e+11   4.5437e+11   6.2212e+04    0.000  1.134e+04  1.123e+04  1.099e+04  1.086e+04
  140114    1.7252  1.1098e+04  5.4717e-09   2.4187e+06   4.8100e+04   3.90939e+01  -3.5082e+02  -6.6874e+01   4.1877e+11   4.4450e+11   6.2392e+04    0.000  1.132e+04  1.121e+04  1.097e+04  1.085e+04
  140119    1.6857  1.1078e+04  5.5270e-09   2.4036e+06   4.8194e+04   3.28142e+01  -3.5124e+02  -6.6874e+01   4.0895e+11   4.3471e+11   6.2552e+04    0.000  1.129e+04  1.119e+04  1.096e+04  1.083e+04
  140124    1.6498  1.1058e+04  5.5797e-09   2.3891e+06   4.8255e+04   2.48870e+01  -3.5122e+02  -6.6751e+01   3.9950e+11   4.2526e+11   6.2648e+04    0.000  1.127e+04  1.117e+04  1.094e+04  1.082e+04
  140129    1.6536  1.1039e+04  5.6307e-09   2.3748e+06   4.8295e+04   2.01036e+01  -3.5097e+02  -6.6691e+01   3.9028e+11   4.1603e+11   6.2703e+04    0.000  1.124e+04  1.115e+04  1.092e+04   1.08e+04
  140134    1.6857  1.1019e+04  5.6809e-09   2.3604e+06   4.8325e+04   1.72482e+01  -3.5065e+02  -6.6708e+01   3.8112e+11   4.0685e+11   6.2743e+04    0.000  1.122e+04  1.113e+04   1.09e+04  1.078e+04
